ERP_ID,PROJECT_CODE,REGION,SERVICE_LINE,PLANNED_DAYS,ACTUAL_DAYS,BUDGET_PEN,REVENUE_PEN,ACTUAL_COST_PEN,PROFIT_PEN,KLOC,DEFECTS,PM_CODE,SYS_NODE
ERP-02165,PROJ-4395,Tacna,Videoconference,23,30,5566,10927,5955,4972,5,7,PM_VEGA,SRV-NODE-8
ERP-02166,PROJ-1386,Lima,Audiovisual,52,56,17784,29256,19822,9434,27,9,PM_RIVAS,SRV-NODE-3
ERP-02167,PROJ-5928,Tacna,Business Proc,174,230,69252,135547,88290,47257,14,10,PM_PEREZ,SRV-NODE-8
ERP-02168,PROJ-2252,Iquitos,Project Mgmt,60,74,13380,27690,15692,11998,7,8,PM_VEGA,SRV-NODE-1
ERP-02169,PROJ-4070,Lima,Audiovisual,180,206,97740,165330,102076,63254,20,23,PM_SOTO,SRV-NODE-2
ERP-02170,PROJ-2745,Cusco,Audiovisual,72,72,42768,92029,59055,32974,30,23,PM_RIVAS,SRV-NODE-1
ERP-02171,PROJ-7818,Arequipa,Project Mgmt,103,116,20600,39843,24586,15257,29,44,PM_MEZA,SRV-NODE-2
ERP-02172,PROJ-6229,Cusco,Videoconference,65,74,30290,57637,36435,21202,7,12,PM_SOTO,SRV-NODE-8
ERP-02173,PROJ-1664,Tacna,Audiovisual,169,189,50531,81535,61755,19780,21,9,PM_MEZA,SRV-NODE-1
ERP-02174,PROJ-8394,Lima,Videoconference,166,207,50962,111382,69113,42269,24,36,PM_VEGA,SRV-NODE-4
ERP-02175,PROJ-2898,Huancayo,Videoconference,151,200,90298,180671,105565,75106,30,20,PM_SOTO,SRV-NODE-2
ERP-02176,PROJ-3115,Piura,Videoconference,103,127,45217,79200,48077,31123,15,13,PM_VEGA,SRV-NODE-7
ERP-02177,PROJ-4585,Tacna,Business Proc,65,65,29055,51911,32578,19333,50,17,PM_SOTO,SRV-NODE-8
ERP-02178,PROJ-9490,Huancayo,Business Proc,56,62,11704,19753,12479,7274,28,27,PM_RIVAS,SRV-NODE-2
ERP-02179,PROJ-2163,Arequipa,Videoconference,173,191,51900,96130,52059,44071,12,8,PM_VEGA,SRV-NODE-9
ERP-02180,PROJ-1021,Piura,Videoconference,92,100,52532,114082,59574,54508,34,47,PM_SOTO,SRV-NODE-2
ERP-02181,PROJ-7312,Lima,Project Mgmt,153,194,87057,165923,107141,58782,6,3,PM_MEZA,SRV-NODE-7
ERP-02182,PROJ-7377,Tacna,Project Mgmt,121,136,25894,56704,35203,21501,34,3,PM_RIVAS,SRV-NODE-7
ERP-02183,PROJ-9980,Tacna,Business Proc,20,25,6900,14417,9474,4943,45,37,PM_RIVAS,SRV-NODE-9
ERP-02184,PROJ-7976,Piura,Audiovisual,105,125,38535,84067,50093,33974,11,17,PM_MEZA,SRV-NODE-5
ERP-02185,PROJ-8549,Lima,Audiovisual,91,117,20657,45198,23820,21378,46,30,PM_PEREZ,SRV-NODE-9
ERP-02186,PROJ-4080,Puno,Videoconference,29,36,9425,19764,12965,6799,47,52,PM_VEGA,SRV-NODE-3
ERP-02187,PROJ-9490,Tacna,Audiovisual,142,189,47144,85228,56972,28256,7,1,PM_VEGA,SRV-NODE-4
ERP-02188,PROJ-6262,Lima,Audiovisual,140,160,40180,66947,55486,11461,35,46,PM_MEZA,SRV-NODE-5
ERP-02189,PROJ-2612,Cajamarca,Audiovisual,79,87,17538,37810,18049,19761,44,75,PM_VEGA,SRV-NODE-8
ERP-02190,PROJ-6316,Lima,Videoconference,80,82,38800,76407,53536,22871,43,43,PM_VEGA,SRV-NODE-1
ERP-02191,PROJ-1263,Puno,Audiovisual,99,110,36036,77511,42852,34659,46,12,PM_SOTO,SRV-NODE-10
ERP-02192,PROJ-7122,Tacna,Audiovisual,119,138,57001,105571,72095,33476,45,63,PM_SOTO,SRV-NODE-6
ERP-02193,PROJ-6083,Iquitos,Videoconference,76,92,25460,52900,29564,23336,28,35,PM_RIVAS,SRV-NODE-7
ERP-02194,PROJ-3729,Cusco,Audiovisual,110,116,22440,48656,26104,22552,40,19,PM_PEREZ,SRV-NODE-4
ERP-02195,PROJ-8498,Iquitos,Audiovisual,161,184,41860,67616,54177,13439,23,15,PM_SOTO,SRV-NODE-6
ERP-02196,PROJ-6453,Iquitos,Project Mgmt,80,91,36400,58404,40389,18015,6,6,PM_RIVAS,SRV-NODE-1
ERP-02197,PROJ-3648,Tacna,Audiovisual,53,67,25652,44775,32020,12755,11,6,PM_PEREZ,SRV-NODE-1
ERP-02198,PROJ-9108,Puno,Videoconference,135,150,34020,61297,43862,17435,20,25,PM_PEREZ,SRV-NODE-1
ERP-02199,PROJ-1947,Piura,Videoconference,97,98,58200,96613,59437,37176,10,2,PM_VEGA,SRV-NODE-5
ERP-02200,PROJ-7463,Trujillo,Videoconference,134,144,45828,93766,49014,44752,31,13,PM_VEGA,SRV-NODE-9
ERP-02201,PROJ-1309,Lima,Project Mgmt,30,38,10770,20974,11506,9468,36,28,PM_VEGA,SRV-NODE-7
ERP-02202,PROJ-9330,Arequipa,Business Proc,171,177,77976,165801,90996,74805,29,46,PM_MEZA,SRV-NODE-3
ERP-02203,PROJ-6169,Cusco,Project Mgmt,116,131,61944,123956,68750,55206,39,11,PM_PEREZ,SRV-NODE-7
ERP-02204,PROJ-9376,Lima,Videoconference,124,141,65596,114000,69942,44058,35,36,PM_MEZA,SRV-NODE-7
ERP-02205,PROJ-1509,Arequipa,Audiovisual,157,185,44588,80148,54448,25700,27,22,PM_SOTO,SRV-NODE-3
ERP-02206,PROJ-3097,Arequipa,Project Mgmt,103,110,57165,121416,78825,42591,35,28,PM_RIVAS,SRV-NODE-6
ERP-02207,PROJ-4200,Huancayo,Business Proc,134,159,44086,96350,52976,43374,47,38,PM_PEREZ,SRV-NODE-4
ERP-02208,PROJ-1224,Piura,Project Mgmt,51,61,15504,28646,15511,13135,33,49,PM_RIVAS,SRV-NODE-10
ERP-02209,PROJ-8952,Cusco,Project Mgmt,168,218,92232,172213,119090,53123,13,9,PM_RIVAS,SRV-NODE-1
ERP-02210,PROJ-1679,Cajamarca,Business Proc,101,128,58580,120401,65901,54500,43,6,PM_PEREZ,SRV-NODE-2
ERP-02211,PROJ-4400,Lima,Audiovisual,151,203,84862,179616,99272,80344,20,11,PM_MEZA,SRV-NODE-3
ERP-02212,PROJ-9252,Trujillo,Audiovisual,70,86,31150,56548,40367,16181,39,28,PM_MEZA,SRV-NODE-2
ERP-02213,PROJ-2217,Iquitos,Audiovisual,32,42,6816,14299,9245,5054,25,31,PM_PEREZ,SRV-NODE-2
ERP-02214,PROJ-8772,Puno,Videoconference,86,102,24940,51433,28123,23310,15,5,PM_MEZA,SRV-NODE-2
ERP-02215,PROJ-2628,Cusco,Videoconference,114,148,36708,73719,40546,33173,29,40,PM_SOTO,SRV-NODE-9
ERP-02216,PROJ-1863,Puno,Audiovisual,52,58,30056,55977,33280,22697,8,6,PM_SOTO,SRV-NODE-8
ERP-02217,PROJ-1988,Cusco,Audiovisual,23,29,6854,12886,7649,5237,29,17,PM_VEGA,SRV-NODE-3
ERP-02218,PROJ-7260,Arequipa,Business Proc,96,97,42720,90937,54673,36264,24,25,PM_RIVAS,SRV-NODE-3
ERP-02219,PROJ-8834,Cusco,Audiovisual,88,105,23936,46778,26607,20171,13,21,PM_MEZA,SRV-NODE-5
ERP-02220,PROJ-6526,Iquitos,Audiovisual,72,88,16992,34449,17104,17345,48,43,PM_RIVAS,SRV-NODE-6
ERP-02221,PROJ-1902,Cajamarca,Videoconference,153,171,68085,121154,72126,49028,36,63,PM_RIVAS,SRV-NODE-1
ERP-02222,PROJ-4880,Huancayo,Business Proc,124,133,54064,92280,73520,18760,38,25,PM_MEZA,SRV-NODE-2
ERP-02223,PROJ-4872,Lima,Videoconference,159,191,49767,92483,50305,42178,39,44,PM_SOTO,SRV-NODE-8
ERP-02224,PROJ-6844,Trujillo,Audiovisual,155,158,73625,130101,84760,45341,15,13,PM_MEZA,SRV-NODE-8
ERP-02225,PROJ-5026,Trujillo,Audiovisual,38,41,21622,38031,29436,8595,3,1,PM_VEGA,SRV-NODE-3
ERP-02226,PROJ-8004,Arequipa,Project Mgmt,29,36,9860,17052,11868,5184,13,1,PM_RIVAS,SRV-NODE-3
ERP-02227,PROJ-7501,Lima,Business Proc,40,41,21680,41070,22789,18281,15,6,PM_MEZA,SRV-NODE-3
ERP-02228,PROJ-8867,Huancayo,Audiovisual,66,88,14388,26246,19630,6616,34,20,PM_VEGA,SRV-NODE-6
ERP-02229,PROJ-1053,Cajamarca,Audiovisual,120,161,41880,75371,45056,30315,13,6,PM_MEZA,SRV-NODE-8
ERP-02230,PROJ-5534,Lima,Business Proc,20,25,7740,12845,9898,2947,39,10,PM_RIVAS,SRV-NODE-9
ERP-02231,PROJ-5803,Puno,Business Proc,106,106,51092,106997,62349,44648,47,20,PM_MEZA,SRV-NODE-5
ERP-02232,PROJ-1817,Huancayo,Audiovisual,153,164,71451,124125,95322,28803,28,12,PM_PEREZ,SRV-NODE-10
ERP-02233,PROJ-7242,Tacna,Audiovisual,95,97,48070,102288,48958,53330,48,15,PM_PEREZ,SRV-NODE-10
ERP-02234,PROJ-9376,Iquitos,Project Mgmt,148,159,63788,108800,73079,35721,25,23,PM_SOTO,SRV-NODE-7
ERP-02235,PROJ-3048,Piura,Business Proc,137,142,80967,157036,100325,56711,14,19,PM_RIVAS,SRV-NODE-1
ERP-02236,PROJ-3485,Puno,Videoconference,76,98,39064,66187,51984,14203,11,1,PM_PEREZ,SRV-NODE-4
ERP-02237,PROJ-4403,Piura,Audiovisual,30,38,17850,32612,17914,14698,7,5,PM_SOTO,SRV-NODE-10
ERP-02238,PROJ-6263,Cajamarca,Business Proc,110,114,27390,59983,30293,29690,47,50,PM_SOTO,SRV-NODE-7
ERP-02239,PROJ-2602,Trujillo,Audiovisual,27,29,9774,16069,12625,3444,37,17,PM_RIVAS,SRV-NODE-8
ERP-02240,PROJ-5289,Huancayo,Videoconference,104,110,56160,115146,78115,37031,4,2,PM_SOTO,SRV-NODE-5
ERP-02241,PROJ-5790,Tacna,Project Mgmt,30,36,16140,33896,20597,13299,10,10,PM_VEGA,SRV-NODE-1
ERP-02242,PROJ-3558,Trujillo,Business Proc,135,175,43875,78834,57505,21329,8,2,PM_RIVAS,SRV-NODE-7
ERP-02243,PROJ-9379,Cajamarca,Business Proc,125,164,44750,91363,49345,42018,20,14,PM_SOTO,SRV-NODE-1
ERP-02244,PROJ-1943,Huancayo,Business Proc,151,170,86976,181911,109361,72550,27,31,PM_RIVAS,SRV-NODE-3
ERP-02245,PROJ-3083,Huancayo,Videoconference,116,138,30972,63731,38233,25498,43,29,PM_SOTO,SRV-NODE-7
ERP-02246,PROJ-3024,Piura,Project Mgmt,108,143,35856,59635,46464,13171,42,22,PM_MEZA,SRV-NODE-9
ERP-02247,PROJ-4702,Cusco,Project Mgmt,58,63,26216,44331,34593,9738,33,29,PM_VEGA,SRV-NODE-10
ERP-02248,PROJ-5799,Cusco,Project Mgmt,140,172,65800,130830,68360,62470,5,5,PM_PEREZ,SRV-NODE-9
ERP-02249,PROJ-9296,Piura,Project Mgmt,130,154,49400,98231,52204,46027,27,16,PM_VEGA,SRV-NODE-8
ERP-02250,PROJ-3200,Trujillo,Business Proc,58,66,23084,46585,24747,21838,32,25,PM_SOTO,SRV-NODE-7
ERP-02251,PROJ-9608,Trujillo,Business Proc,37,40,8029,16918,8812,8106,26,43,PM_PEREZ,SRV-NODE-9
ERP-02252,PROJ-4506,Cusco,Videoconference,33,33,10923,20955,12528,8427,29,24,PM_SOTO,SRV-NODE-3
ERP-02253,PROJ-3262,Cusco,Audiovisual,124,136,46996,85065,57770,27295,10,7,PM_PEREZ,SRV-NODE-7
ERP-02254,PROJ-6678,Trujillo,Business Proc,43,43,22489,41629,30290,11339,48,24,PM_PEREZ,SRV-NODE-8
ERP-02255,PROJ-1108,Arequipa,Project Mgmt,142,174,81366,154542,89083,65459,47,16,PM_PEREZ,SRV-NODE-5
ERP-02256,PROJ-9524,Cajamarca,Business Proc,86,113,44634,73349,51667,21682,4,6,PM_RIVAS,SRV-NODE-6
ERP-02257,PROJ-8234,Iquitos,Audiovisual,27,33,7344,12116,10029,2087,29,8,PM_RIVAS,SRV-NODE-9
ERP-02258,PROJ-2718,Cusco,Videoconference,165,209,57585,123876,64879,58997,40,34,PM_PEREZ,SRV-NODE-1
ERP-02259,PROJ-1623,Piura,Videoconference,154,207,64526,117818,66220,51598,37,24,PM_SOTO,SRV-NODE-7
ERP-02260,PROJ-8340,Tacna,Videoconference,140,178,77420,157128,105934,51194,27,4,PM_RIVAS,SRV-NODE-8
ERP-02261,PROJ-8530,Piura,Videoconference,130,173,76570,156675,95816,60859,17,9,PM_PEREZ,SRV-NODE-2
ERP-02262,PROJ-7273,Piura,Business Proc,28,32,8876,17148,10161,6987,49,72,PM_PEREZ,SRV-NODE-5
ERP-02263,PROJ-7745,Cusco,Business Proc,28,32,6272,10821,8108,2713,25,8,PM_PEREZ,SRV-NODE-4
ERP-02264,PROJ-2588,Cajamarca,Project Mgmt,122,144,39894,78327,51337,26990,7,6,PM_RIVAS,SRV-NODE-3
ERP-02265,PROJ-9104,Cusco,Videoconference,44,57,12012,26178,13453,12725,34,59,PM_MEZA,SRV-NODE-2
ERP-02266,PROJ-1548,Arequipa,Videoconference,179,191,97018,163667,106836,56831,18,14,PM_SOTO,SRV-NODE-7
ERP-02267,PROJ-7510,Trujillo,Business Proc,81,90,29484,56681,31442,25239,32,19,PM_PEREZ,SRV-NODE-6
ERP-02268,PROJ-7908,Cajamarca,Audiovisual,27,30,13500,22503,13588,8915,11,18,PM_PEREZ,SRV-NODE-2
ERP-02269,PROJ-8299,Cusco,Business Proc,149,176,67646,133670,78003,55667,32,20,PM_RIVAS,SRV-NODE-10
ERP-02270,PROJ-6657,Huancayo,Business Proc,59,65,21299,37903,22419,15484,7,9,PM_RIVAS,SRV-NODE-4
ERP-02271,PROJ-2843,Cusco,Project Mgmt,37,47,13283,24321,14705,9616,7,4,PM_PEREZ,SRV-NODE-7
ERP-02272,PROJ-9897,Puno,Project Mgmt,43,50,11653,21866,14408,7458,26,16,PM_RIVAS,SRV-NODE-6
ERP-02273,PROJ-4782,Trujillo,Videoconference,145,185,40165,70448,43232,27216,44,9,PM_PEREZ,SRV-NODE-5
ERP-02274,PROJ-4168,Cusco,Business Proc,150,178,69300,145742,86806,58936,29,51,PM_MEZA,SRV-NODE-2
ERP-02275,PROJ-3569,Huancayo,Videoconference,170,214,101490,201347,106821,94526,31,31,PM_RIVAS,SRV-NODE-10
ERP-02276,PROJ-6473,Piura,Business Proc,115,119,25070,53830,27615,26215,8,1,PM_PEREZ,SRV-NODE-8
ERP-02277,PROJ-1169,Huancayo,Audiovisual,36,46,14076,29868,16746,13122,28,47,PM_SOTO,SRV-NODE-2
ERP-02278,PROJ-4286,Piura,Audiovisual,97,106,44135,93589,51195,42394,29,34,PM_PEREZ,SRV-NODE-3
ERP-02279,PROJ-5552,Cusco,Project Mgmt,118,141,60770,125119,78464,46655,45,46,PM_SOTO,SRV-NODE-4
ERP-02280,PROJ-1898,Cajamarca,Audiovisual,175,212,58800,124939,72922,52017,45,38,PM_VEGA,SRV-NODE-1
ERP-02281,PROJ-4697,Iquitos,Project Mgmt,70,84,41790,76207,46576,29631,9,2,PM_RIVAS,SRV-NODE-3
ERP-02282,PROJ-9659,Cusco,Audiovisual,126,143,54432,109628,64857,44771,17,26,PM_SOTO,SRV-NODE-1
ERP-02283,PROJ-1891,Trujillo,Audiovisual,56,67,18928,30426,24976,5450,6,1,PM_RIVAS,SRV-NODE-6
ERP-02284,PROJ-1603,Arequipa,Business Proc,118,133,29146,46913,39185,7728,37,4,PM_RIVAS,SRV-NODE-7
ERP-02285,PROJ-7858,Arequipa,Audiovisual,122,153,54046,102113,55419,46694,20,3,PM_PEREZ,SRV-NODE-4
ERP-02286,PROJ-4751,Iquitos,Audiovisual,138,159,34500,68429,35536,32893,17,9,PM_SOTO,SRV-NODE-4
ERP-02287,PROJ-7061,Huancayo,Videoconference,131,176,40610,66774,48097,18677,11,1,PM_SOTO,SRV-NODE-3
ERP-02288,PROJ-4009,Trujillo,Audiovisual,52,56,17212,28516,22153,6363,45,63,PM_RIVAS,SRV-NODE-7
ERP-02289,PROJ-2588,Cusco,Audiovisual,133,164,61712,108909,82822,26087,37,13,PM_SOTO,SRV-NODE-5
ERP-02290,PROJ-6072,Cajamarca,Videoconference,36,46,18000,38826,23751,15075,43,29,PM_VEGA,SRV-NODE-4
ERP-02291,PROJ-8473,Lima,Project Mgmt,112,142,57568,109210,62660,46550,46,20,PM_MEZA,SRV-NODE-2
ERP-02292,PROJ-3426,Tacna,Audiovisual,47,58,11327,22468,15233,7235,13,14,PM_VEGA,SRV-NODE-10
ERP-02293,PROJ-7068,Arequipa,Videoconference,100,124,50800,81372,56220,25152,19,26,PM_MEZA,SRV-NODE-9
ERP-02294,PROJ-9762,Iquitos,Audiovisual,176,179,87120,154303,108449,45854,12,15,PM_SOTO,SRV-NODE-2
ERP-02295,PROJ-8659,Iquitos,Project Mgmt,133,156,26600,55154,30144,25010,22,27,PM_SOTO,SRV-NODE-2
ERP-02296,PROJ-5232,Lima,Audiovisual,151,151,75198,152712,98366,54346,20,14,PM_VEGA,SRV-NODE-5
ERP-02297,PROJ-5223,Arequipa,Project Mgmt,162,185,92988,153433,122359,31074,46,76,PM_RIVAS,SRV-NODE-8
ERP-02298,PROJ-8660,Cajamarca,Business Proc,175,215,77700,145737,92480,53257,49,25,PM_SOTO,SRV-NODE-3
ERP-02299,PROJ-1052,Cajamarca,Business Proc,118,139,32214,61993,43606,18387,29,24,PM_SOTO,SRV-NODE-1
ERP-02300,PROJ-7751,Iquitos,Audiovisual,69,76,37260,62066,38284,23782,31,42,PM_PEREZ,SRV-NODE-6
ERP-02301,PROJ-6171,Arequipa,Audiovisual,101,120,55954,114150,58240,55910,33,26,PM_RIVAS,SRV-NODE-1
ERP-02302,PROJ-7084,Iquitos,Project Mgmt,57,62,33858,63983,46316,17667,15,14,PM_MEZA,SRV-NODE-1
ERP-02303,PROJ-7591,Arequipa,Project Mgmt,156,206,34476,63730,46978,16752,21,2,PM_RIVAS,SRV-NODE-4
ERP-02304,PROJ-3747,Tacna,Videoconference,124,152,27652,58251,27798,30453,5,5,PM_MEZA,SRV-NODE-10
ERP-02305,PROJ-7487,Trujillo,Videoconference,128,159,45056,82354,55575,26779,31,51,PM_SOTO,SRV-NODE-2
ERP-02306,PROJ-6360,Tacna,Audiovisual,74,99,40182,85220,53461,31759,25,12,PM_RIVAS,SRV-NODE-8
ERP-02307,PROJ-3763,Trujillo,Project Mgmt,42,55,16296,32430,16667,15763,36,19,PM_SOTO,SRV-NODE-2
ERP-02308,PROJ-4844,Arequipa,Project Mgmt,37,49,13505,21996,14251,7745,44,19,PM_MEZA,SRV-NODE-5
ERP-02309,PROJ-6048,Tacna,Videoconference,84,100,37212,63267,51016,12251,48,10,PM_RIVAS,SRV-NODE-4
ERP-02310,PROJ-8951,Piura,Audiovisual,153,187,39627,81559,43156,38403,7,11,PM_VEGA,SRV-NODE-4
ERP-02311,PROJ-9026,Puno,Videoconference,169,224,44785,76405,56561,19844,26,11,PM_RIVAS,SRV-NODE-10
ERP-02312,PROJ-7408,Huancayo,Business Proc,162,210,85050,138343,87491,50852,37,47,PM_SOTO,SRV-NODE-10
ERP-02313,PROJ-6323,Tacna,Videoconference,144,164,78336,162160,106131,56029,7,11,PM_PEREZ,SRV-NODE-1
ERP-02314,PROJ-7580,Lima,Audiovisual,132,175,52008,86412,54683,31729,47,69,PM_PEREZ,SRV-NODE-1
ERP-02315,PROJ-7497,Puno,Business Proc,157,160,80384,159910,94153,65757,23,30,PM_RIVAS,SRV-NODE-10
ERP-02316,PROJ-2924,Tacna,Project Mgmt,57,68,13794,22406,16314,6092,31,5,PM_PEREZ,SRV-NODE-1
ERP-02317,PROJ-5504,Tacna,Business Proc,103,126,43260,73862,58861,15001,24,30,PM_MEZA,SRV-NODE-9
ERP-02318,PROJ-7895,Piura,Business Proc,69,72,28980,48742,38181,10561,26,27,PM_PEREZ,SRV-NODE-2
ERP-02319,PROJ-1916,Arequipa,Project Mgmt,98,106,38906,73551,54398,19153,17,19,PM_RIVAS,SRV-NODE-6
ERP-02320,PROJ-6698,Iquitos,Business Proc,44,54,18348,36633,25599,11034,5,3,PM_SOTO,SRV-NODE-4
ERP-02321,PROJ-5417,Piura,Videoconference,149,185,88059,151203,117002,34201,15,19,PM_SOTO,SRV-NODE-4
ERP-02322,PROJ-8497,Trujillo,Project Mgmt,147,188,79821,173581,109843,63738,4,1,PM_SOTO,SRV-NODE-9
ERP-02323,PROJ-2468,Cusco,Videoconference,160,210,53760,102629,69884,32745,7,11,PM_RIVAS,SRV-NODE-8
ERP-02324,PROJ-5397,Cajamarca,Project Mgmt,69,82,17871,38238,21514,16724,16,19,PM_PEREZ,SRV-NODE-6
ERP-02325,PROJ-7471,Iquitos,Videoconference,80,106,33760,69668,38922,30746,3,3,PM_VEGA,SRV-NODE-8
ERP-02326,PROJ-8390,Piura,Business Proc,87,115,43761,72428,55629,16799,12,11,PM_RIVAS,SRV-NODE-8
ERP-02327,PROJ-2627,Cajamarca,Business Proc,42,54,11466,22784,15596,7188,6,9,PM_VEGA,SRV-NODE-9
ERP-02328,PROJ-1679,Lima,Business Proc,122,147,51728,97233,57258,39975,15,11,PM_MEZA,SRV-NODE-10
ERP-02329,PROJ-6861,Piura,Business Proc,64,65,24384,50665,31823,18842,4,6,PM_MEZA,SRV-NODE-9
ERP-02330,PROJ-4217,Cusco,Project Mgmt,144,158,55728,110585,57262,53323,26,16,PM_VEGA,SRV-NODE-8
ERP-02331,PROJ-3673,Huancayo,Audiovisual,129,131,32766,55116,35804,19312,33,38,PM_MEZA,SRV-NODE-5
ERP-02332,PROJ-9329,Tacna,Videoconference,55,60,24860,39966,30822,9144,20,6,PM_RIVAS,SRV-NODE-3
ERP-02333,PROJ-8615,Iquitos,Videoconference,173,194,69892,148069,72975,75094,22,17,PM_RIVAS,SRV-NODE-3
ERP-02334,PROJ-9479,Piura,Project Mgmt,129,161,66951,120715,93012,27703,12,21,PM_RIVAS,SRV-NODE-5
ERP-02335,PROJ-4367,Iquitos,Project Mgmt,151,193,60098,122858,73030,49828,26,37,PM_RIVAS,SRV-NODE-1
ERP-02336,PROJ-1680,Iquitos,Business Proc,84,105,46704,94078,57921,36157,3,3,PM_RIVAS,SRV-NODE-10
ERP-02337,PROJ-7015,Trujillo,Business Proc,86,106,33798,56358,47102,9256,28,31,PM_MEZA,SRV-NODE-4
ERP-02338,PROJ-9933,Arequipa,Videoconference,61,66,31293,64686,35801,28885,17,27,PM_SOTO,SRV-NODE-6
ERP-02339,PROJ-4607,Iquitos,Business Proc,32,42,16704,27397,23007,4390,39,50,PM_VEGA,SRV-NODE-6
ERP-02340,PROJ-5359,Puno,Project Mgmt,149,193,70626,142632,75860,66772,11,15,PM_SOTO,SRV-NODE-8
ERP-02341,PROJ-1048,Huancayo,Project Mgmt,27,33,14229,25170,19841,5329,18,22,PM_RIVAS,SRV-NODE-9
ERP-02342,PROJ-9597,Piura,Business Proc,26,34,9542,19997,11576,8421,45,56,PM_SOTO,SRV-NODE-4
ERP-02343,PROJ-6248,Puno,Videoconference,51,57,19431,31691,25967,5724,16,1,PM_VEGA,SRV-NODE-8
ERP-02344,PROJ-2930,Trujillo,Audiovisual,177,204,105846,190805,146318,44487,50,73,PM_SOTO,SRV-NODE-3
ERP-02345,PROJ-8409,Huancayo,Business Proc,76,93,37772,65346,38730,26616,17,4,PM_PEREZ,SRV-NODE-7
ERP-02346,PROJ-2579,Arequipa,Business Proc,98,114,23030,50081,28355,21726,14,10,PM_RIVAS,SRV-NODE-6
ERP-02347,PROJ-8731,Tacna,Videoconference,148,165,58312,120241,60636,59605,21,7,PM_PEREZ,SRV-NODE-8
ERP-02348,PROJ-7196,Lima,Audiovisual,91,117,33306,54133,33431,20702,47,37,PM_SOTO,SRV-NODE-4
ERP-02349,PROJ-7300,Trujillo,Audiovisual,169,211,69628,144344,85010,59334,19,30,PM_RIVAS,SRV-NODE-2
ERP-02350,PROJ-5276,Piura,Project Mgmt,78,86,36270,71635,40530,31105,18,9,PM_PEREZ,SRV-NODE-10
ERP-02351,PROJ-7117,Cusco,Project Mgmt,175,231,40775,73141,47196,25945,20,35,PM_MEZA,SRV-NODE-3
ERP-02352,PROJ-1508,Cusco,Business Proc,162,183,45360,82957,49735,33222,28,28,PM_VEGA,SRV-NODE-1
ERP-02353,PROJ-2710,Tacna,Project Mgmt,111,145,55167,106292,73808,32484,48,28,PM_MEZA,SRV-NODE-6
ERP-02354,PROJ-4000,Trujillo,Videoconference,135,177,71955,139253,86144,53109,41,56,PM_MEZA,SRV-NODE-1
ERP-02355,PROJ-4092,Cajamarca,Project Mgmt,136,149,36992,63078,44582,18496,28,27,PM_RIVAS,SRV-NODE-10
ERP-02356,PROJ-9461,Arequipa,Business Proc,39,48,14157,30316,15656,14660,32,10,PM_RIVAS,SRV-NODE-1
ERP-02357,PROJ-6945,Arequipa,Videoconference,174,186,88566,178902,98450,80452,20,26,PM_SOTO,SRV-NODE-1
ERP-02358,PROJ-5283,Puno,Audiovisual,91,108,48412,96814,55747,41067,38,8,PM_VEGA,SRV-NODE-9
ERP-02359,PROJ-5418,Lima,Audiovisual,89,116,41296,75167,52176,22991,12,3,PM_SOTO,SRV-NODE-9
ERP-02360,PROJ-6748,Cusco,Audiovisual,91,116,35035,67047,48450,18597,46,13,PM_RIVAS,SRV-NODE-6
ERP-02361,PROJ-6489,Puno,Business Proc,27,29,15768,25883,19145,6738,24,13,PM_PEREZ,SRV-NODE-6
ERP-02362,PROJ-9642,Huancayo,Audiovisual,120,138,32520,56473,44159,12314,10,2,PM_RIVAS,SRV-NODE-7
ERP-02363,PROJ-2466,Huancayo,Business Proc,161,177,34293,65037,37968,27069,29,27,PM_SOTO,SRV-NODE-4
ERP-02364,PROJ-7961,Lima,Videoconference,125,148,73250,117221,77799,39422,25,39,PM_RIVAS,SRV-NODE-4
ERP-02365,PROJ-9192,Huancayo,Project Mgmt,75,77,25875,47719,34412,13307,48,18,PM_RIVAS,SRV-NODE-8
ERP-02366,PROJ-2309,Piura,Project Mgmt,149,156,78076,141080,101635,39445,49,26,PM_SOTO,SRV-NODE-1
ERP-02367,PROJ-4155,Arequipa,Project Mgmt,56,72,25872,53688,27400,26288,3,2,PM_SOTO,SRV-NODE-7
ERP-02368,PROJ-1364,Puno,Audiovisual,178,182,63012,134304,72141,62163,32,24,PM_MEZA,SRV-NODE-9
ERP-02369,PROJ-1385,Lima,Videoconference,47,55,9776,18974,11886,7088,3,1,PM_PEREZ,SRV-NODE-5
ERP-02370,PROJ-6522,Puno,Audiovisual,63,70,24570,42906,33940,8966,7,8,PM_MEZA,SRV-NODE-2
ERP-02371,PROJ-2118,Tacna,Business Proc,128,170,75520,123409,87909,35500,9,14,PM_SOTO,SRV-NODE-3
ERP-02372,PROJ-8421,Iquitos,Project Mgmt,138,171,81144,170845,97165,73680,13,22,PM_PEREZ,SRV-NODE-6
ERP-02373,PROJ-7501,Huancayo,Business Proc,29,29,9744,18282,10571,7711,13,21,PM_PEREZ,SRV-NODE-10
ERP-02374,PROJ-2256,Puno,Videoconference,179,222,86994,187819,91248,96571,22,4,PM_SOTO,SRV-NODE-1
ERP-02375,PROJ-5840,Iquitos,Audiovisual,67,74,34505,69278,46975,22303,35,19,PM_RIVAS,SRV-NODE-10
