PLANNED_DAYS,BUDGET_PEN,KLOC,ACTUAL_DAYS_PRED,ACTUAL_COST_PEN_PRED,DEFECTS_PRED,ACTUAL_DAYS_REAL,ACTUAL_COST_PEN_REAL,DEFECTS_REAL,RETRASO_REAL,SOBRECOSTO_REAL,DENSIDAD_DEFECTOS_REAL,RETRASO_PRED,SOBRECOSTO_PRED,DENSIDAD_DEFECTOS_PRED
69,27186,22,81.33926750363894,32650.11325253229,19.99707915037838,81,35287,13,17.391304347826086,29.798425660266314,0.5909090909090909,17.882996382085416,20.098996735570847,0.9089581431990172
30,8160,25,36.20369671074441,9810.135020308204,22.447635517438762,35,11324,2,16.666666666666664,38.77450980392157,0.08,20.6789890358147,20.22224289593387,0.8979054206975505
123,57933,47,,,,146,67129,39,18.69918699186992,15.873509053561873,0.8297872340425532,,,
157,37994,14,,,,168,46904,3,7.006369426751593,23.45107122177186,0.21428571428571427,,,
75,27675,10,,,,87,38359,7,16.0,38.60523938572719,0.7,,,
144,68688,7,,,,184,70752,4,27.77777777777778,3.004891684136967,0.5714285714285714,,,
47,15134,28,55.65259232290083,18068.28337009705,26.27277297393753,47,18611,20,0.0,22.974758821197305,0.7142857142857143,18.409770899789,19.388683560836867,0.9383133204977689
70,29400,45,,,,84,35602,60,20.0,21.095238095238095,1.3333333333333333,,,
85,41735,50,99.10687619763922,50803.06768458548,48.25429675717717,101,48083,79,18.823529411764707,15.210255181502335,1.58,16.596324938399086,21.727728967498464,0.9650859351435435
133,39235,3,,,,174,51633,4,30.82706766917293,31.599337326366765,1.3333333333333333,,,
22,5918,5,,,,25,7443,4,13.636363636363635,25.768840824602908,0.8,,,
179,78044,24,,,,197,102762,23,10.05586592178771,31.6718774024909,0.9583333333333334,,,
144,59184,37,,,,189,82820,19,31.25,39.936469316031356,0.5135135135135135,,,
168,99960,22,,,,215,137775,11,27.976190476190478,37.83013205282113,0.5,,,
138,67620,35,,,,185,79802,56,34.05797101449276,18.015380065069504,1.6,,,
56,30408,15,,,,65,38657,22,16.071428571428573,27.127729544856617,1.4666666666666666,,,
82,29438,26,,,,102,36141,27,24.390243902439025,22.769889258781166,1.0384615384615385,,,
27,6426,4,,,,34,6514,5,25.925925925925924,1.3694366635543105,1.25,,,
143,46046,5,,,,151,48015,1,5.594405594405594,4.276158623984712,0.2,,,
171,67887,27,,,,183,91464,5,7.017543859649122,34.72977153210482,0.18518518518518517,,,
30,11400,42,,,,38,14571,25,26.666666666666668,27.81578947368421,0.5952380952380952,,,
120,68640,44,,,,129,73539,37,7.5,7.1372377622377625,0.8409090909090909,,,
58,30160,28,,,,60,39433,19,3.4482758620689653,30.746021220159154,0.6785714285714286,,,
61,35746,46,,,,63,41697,58,3.278688524590164,16.64801656129357,1.2608695652173914,,,
127,31496,40,,,,137,36302,47,7.874015748031496,15.259080518161037,1.175,,,
86,49450,13,,,,107,58160,16,24.418604651162788,17.613751263902934,1.2307692307692308,,,
27,16146,45,,,,34,21546,78,25.925925925925924,33.44481605351171,1.7333333333333334,,,
59,30326,46,,,,79,37080,8,33.89830508474576,22.27131834069775,0.17391304347826086,,,
44,20504,27,,,,48,20903,27,9.090909090909092,1.94596176355833,1.0,,,
126,72828,28,,,,139,96454,14,10.317460317460316,32.440819465040924,0.5,,,
75,16425,3,,,,85,20763,4,13.333333333333334,26.410958904109588,1.3333333333333333,,,
178,64792,20,,,,184,67193,25,3.3707865168539324,3.7057044079515986,1.25,,,
115,50715,37,,,,143,54854,33,24.347826086956523,8.161293502908409,0.8918918918918919,,,
71,32234,9,,,,74,43071,8,4.225352112676056,33.61978035614568,0.8888888888888888,,,
106,49926,27,,,,125,54638,27,17.92452830188679,9.437968192925531,1.0,,,
155,32395,10,,,,196,38106,17,26.451612903225808,17.629263775273962,1.7,,,
141,72192,41,,,,157,96385,14,11.347517730496454,33.5120234929078,0.34146341463414637,,,
161,94990,32,,,,211,98486,55,31.05590062111801,3.6803874092009683,1.71875,,,
31,11656,44,,,,38,15920,69,22.58064516129032,36.58201784488676,1.5681818181818181,,,
77,28567,26,,,,86,34820,6,11.688311688311687,21.88889277838065,0.23076923076923078,,,
129,46311,9,,,,165,60173,2,27.906976744186046,29.932413465483364,0.2222222222222222,,,
77,19943,16,,,,91,24074,15,18.181818181818183,20.714034999749288,0.9375,,,
128,29824,33,,,,154,41453,35,20.3125,38.99208690987124,1.0606060606060606,,,
179,68557,4,,,,187,89536,0,4.4692737430167595,30.6008139212626,0.0,,,
108,22680,30,,,,111,26893,4,2.7777777777777777,18.575837742504408,0.13333333333333333,,,
106,57664,8,125.0890806544539,69304.54317071747,7.7574227714084945,139,75958,4,31.132075471698112,31.72516648168702,0.5,18.008566655145184,20.18684650859717,0.9696778464260618
122,71126,3,,,,129,96088,0,5.737704918032787,35.09546438714394,0.0,,,
67,17487,22,,,,76,22223,6,13.432835820895523,27.082975924972835,0.2727272727272727,,,
84,18480,3,,,,90,22750,2,7.142857142857142,23.106060606060606,0.6666666666666666,,,
94,47564,24,,,,101,53003,37,7.446808510638298,11.435118997561181,1.5416666666666667,,,
142,34506,32,,,,146,41908,22,2.8169014084507045,21.451341795629745,0.6875,,,
38,11476,14,,,,43,15906,12,13.157894736842104,38.602300453119554,0.8571428571428571,,,
142,76538,46,,,,187,92138,19,31.690140845070424,20.382032454467062,0.41304347826086957,,,
158,82634,7,,,,181,83342,4,14.556962025316455,0.8567901832175617,0.5714285714285714,,,
125,45625,8,145.7915577771613,55164.45090621676,6.250628462009846,152,47533,7,21.6,4.181917808219178,0.875,16.633246221729042,20.908385547872356,0.7813285577512308
31,14415,4,,,,35,17986,2,12.903225806451612,24.772806104751993,0.5,,,
68,38964,9,,,,91,40084,14,33.82352941176471,2.874448208602813,1.5555555555555556,,,
111,40071,11,,,,139,53055,11,25.225225225225223,32.402485588081156,1.0,,,
103,59534,20,,,,107,67081,27,3.8834951456310676,12.676789733597607,1.35,,,
125,47500,21,146.86449661322447,57364.56236966698,19.562485648389092,140,52457,11,12.0,10.435789473684212,0.5238095238095238,17.49159729057958,20.767499725614694,0.9315469356375758
86,31046,21,,,,89,36839,27,3.488372093023256,18.65940861946789,1.2857142857142858,,,
22,7766,28,26.109318354839484,9445.486677165209,25.51770670222795,23,10604,20,4.545454545454546,36.54390934844193,0.7142857142857143,18.678719794724927,21.62614830241062,0.9113466679367125
127,40894,23,,,,164,56245,33,29.133858267716533,37.538514207463194,1.434782608695652,,,
126,49770,48,,,,157,68395,75,24.6031746031746,37.4221418525216,1.5625,,,
93,39060,9,,,,110,44495,10,18.27956989247312,13.914490527393752,1.1111111111111112,,,
179,79655,37,,,,219,97076,66,22.3463687150838,21.870566819408698,1.7837837837837838,,,
136,56848,17,159.19752823578972,67973.22196485022,16.102796520208337,168,71241,8,23.52941176470588,25.318392907402192,0.47058823529411764,17.057006055727733,19.570120259024453,0.9472233247181374
41,23698,35,,,,53,25652,3,29.268292682926827,8.245421554561567,0.08571428571428572,,,
117,63882,43,,,,135,85082,42,15.384615384615385,33.18618703234088,0.9767441860465116,,,
38,20558,4,45.41568737183045,24466.057212177584,3.869877560462065,47,27051,0,23.684210526315788,31.583811654830235,0.0,19.51496676797487,19.009909583508044,0.9674693901155162
131,55806,29,154.1125389955576,67736.51525479837,28.51396116388029,139,65736,37,6.106870229007633,17.79378561445006,1.2758620689655173,17.643159538593586,21.37855294197465,0.9832400401338031
124,60760,19,,,,129,77080,23,4.032258064516129,26.85977616853193,1.2105263157894737,,,
62,33108,30,,,,62,39900,6,0.0,20.514679231605655,0.2,,,
53,22525,14,62.095142231663935,26953.57530296731,13.26044193538938,57,25471,16,7.547169811320755,13.078801331853496,1.1428571428571428,17.16064572012063,19.6607116668915,0.9471744239563843
134,36582,19,,,,144,40396,19,7.462686567164178,10.425892515444755,1.0,,,
161,76314,41,,,,212,97970,10,31.67701863354037,28.377492989490786,0.24390243902439024,,,
85,46665,44,,,,97,52727,61,14.117647058823529,12.990463945140899,1.3863636363636365,,,
103,35432,50,,,,125,44182,57,21.35922330097087,24.69519078798826,1.14,,,
55,24200,18,64.24429660175802,28937.599433347066,17.080141495718944,65,27014,31,18.181818181818183,11.628099173553718,1.7222222222222223,16.807812003196407,19.576857162591182,0.9488967497621635
34,14144,5,39.79342392269593,17083.86832261165,4.1410824661544785,39,18369,8,14.705882352941178,29.871323529411764,1.6,17.039482125576264,20.78526811801222,0.8282164932308957
145,85260,21,,,,147,95367,7,1.3793103448275863,11.85432793807178,0.3333333333333333,,,
133,71155,4,,,,134,96509,2,0.7518796992481203,35.63207083128382,0.5,,,
77,33418,39,89.88466683439287,40437.30201562942,36.974606388274154,89,42973,17,15.584415584415584,28.592375366568916,0.4358974358974359,16.733333551159575,21.004554478512844,0.9480668304685681
132,62304,23,,,,162,81946,21,22.727272727272727,31.526065742167436,0.9130434782608695,,,
52,11596,35,,,,54,14317,52,3.8461538461538463,23.464987926871338,1.4857142857142858,,,
154,31416,31,,,,166,31964,7,7.792207792207792,1.7443340972752737,0.22580645161290322,,,
90,21510,4,,,,112,22216,3,24.444444444444443,3.282194328219433,0.75,,,
90,48060,35,,,,93,56031,28,3.3333333333333335,16.585518102372035,0.8,,,
75,24000,5,87.17834076947062,29064.963190924478,3.4060161928333352,92,28816,3,22.666666666666664,20.066666666666666,0.6,16.2377876926275,21.10401329551866,0.6812032385666671
85,31025,12,,,,99,34691,13,16.470588235294116,11.81627719580983,1.0833333333333333,,,
83,28552,9,,,,93,35108,3,12.048192771084338,22.961613897450267,0.3333333333333333,,,
75,20625,49,,,,92,27087,37,22.666666666666664,31.330909090909092,0.7551020408163265,,,
147,29400,22,,,,190,39501,26,29.25170068027211,34.35714285714286,1.1818181818181819,,,
48,26976,31,,,,54,35340,13,12.5,31.005338078291818,0.41935483870967744,,,
103,45835,11,,,,103,48816,16,0.0,6.503763499509109,1.4545454545454546,,,
96,34080,14,,,,124,46842,1,29.166666666666668,37.447183098591545,0.07142857142857142,,,
82,26404,10,,,,107,28351,8,30.48780487804878,7.373882745038631,0.8,,,
45,15435,38,,,,45,19261,30,0.0,24.787819889860707,0.7894736842105263,,,
62,26660,5,,,,63,27990,7,1.6129032258064515,4.988747186796699,1.4,,,
80,28880,10,,,,90,30131,17,12.5,4.331717451523546,1.7,,,
173,79234,18,,,,228,88056,31,31.79190751445087,11.134109094580609,1.7222222222222223,,,
161,90804,11,,,,196,125234,16,21.73913043478261,37.91683185762742,1.4545454545454546,,,
91,41587,42,,,,96,53350,29,5.4945054945054945,28.28528145814798,0.6904761904761905,,,
40,12560,34,,,,48,16691,32,20.0,32.890127388535035,0.9411764705882353,,,
119,55216,6,,,,141,75437,2,18.487394957983195,36.62163141118516,0.3333333333333333,,,
115,61640,37,,,,121,79834,18,5.217391304347826,29.516547696301103,0.4864864864864865,,,
170,87550,50,,,,215,91148,25,26.47058823529412,4.109651627641347,0.5,,,
75,29325,10,,,,77,33165,1,2.666666666666667,13.094629156010228,0.1,,,
63,20538,11,,,,80,21950,2,26.984126984126984,6.875060862790924,0.18181818181818182,,,
94,54520,46,,,,123,68852,53,30.851063829787233,26.28760088041086,1.1521739130434783,,,
146,38690,6,,,,183,41370,2,25.34246575342466,6.9268544843628845,0.3333333333333333,,,
61,13359,45,,,,69,13917,43,13.114754098360656,4.176959353245004,0.9555555555555556,,,
170,90100,28,,,,184,97811,20,8.235294117647058,8.55826859045505,0.7142857142857143,,,
106,52682,27,124.17783938385644,63724.37360396961,25.178481460526317,109,54130,36,2.8301886792452833,2.7485668729357275,1.3333333333333333,17.14890507910985,20.960429755836167,0.9325363503898636
76,28576,27,,,,95,30875,13,25.0,8.045212765957446,0.48148148148148145,,,
162,68526,6,,,,202,89908,7,24.691358024691358,31.202755158625923,1.1666666666666667,,,
169,70980,17,,,,177,85988,24,4.733727810650888,21.143984220907296,1.411764705882353,,,
49,17934,17,,,,53,23081,15,8.16326530612245,28.699676591948254,0.8823529411764706,,,
127,64897,32,148.75050968178323,77916.60939307528,30.290925302836893,157,73632,14,23.62204724409449,13.459790128973603,0.4375,17.126385576207266,20.06195878557604,0.9465914157136529
50,13700,44,,,,61,15538,8,22.0,13.416058394160585,0.18181818181818182,,,
86,39560,41,,,,113,50013,54,31.3953488372093,26.42315470171891,1.3170731707317074,,,
118,26904,41,,,,119,34502,30,0.847457627118644,28.241153731787094,0.7317073170731707,,,
84,42756,50,,,,90,48045,70,7.142857142857142,12.370193657030592,1.4,,,
131,66286,17,154.2248769736351,79761.9073677068,15.408227486486428,136,80286,6,3.816793893129771,21.120598618109405,0.35294117647058826,17.72891372033214,20.3299450377256,0.9063663227344958
92,20976,47,,,,95,25168,23,3.260869565217391,19.98474446987033,0.48936170212765956,,,
53,18391,33,,,,71,22750,27,33.9622641509434,23.70181066826165,0.8181818181818182,,,
57,27531,26,,,,61,28410,44,7.017543859649122,3.192764519995641,1.6923076923076923,,,
175,52325,43,,,,224,56499,68,28.000000000000004,7.977066411849021,1.5813953488372092,,,
155,53785,29,,,,178,73527,15,14.838709677419354,36.70540113414521,0.5172413793103449,,,
174,62988,41,204.6457806424945,75590.6976102787,39.35713061734384,183,85346,51,5.172413793103448,35.495649965072715,1.2439024390243902,17.612517610629013,20.008092986408048,0.9599300150571669
24,9000,5,,,,27,11037,1,12.5,22.633333333333333,0.2,,,
94,21244,7,109.91171320328921,25736.486617652798,6.876679949551706,119,29234,4,26.595744680851062,37.610619469026545,0.5714285714285714,16.927354471584266,21.147084436324597,0.982382849935958
137,27674,32,,,,152,36033,4,10.948905109489052,30.205246802052464,0.125,,,
40,17120,46,,,,51,23174,9,27.500000000000004,35.362149532710276,0.1956521739130435,,,
131,41527,50,153.03171226098777,49654.47070172128,44.6502781125738,149,52293,45,13.740458015267176,25.925301611000073,0.9,16.818100962586087,19.571533464303414,0.893005562251476
42,19740,23,49.41687314668914,23657.308918863968,22.33807340725297,52,23247,9,23.809523809523807,17.76595744680851,0.391304347826087,17.659221777831288,19.844523398500343,0.9712205829240422
136,29512,20,,,,137,39104,15,0.7352941176470588,32.502033071293035,0.75,,,
44,25036,40,,,,53,33080,58,20.454545454545457,32.12973318421473,1.45,,,
24,9456,45,,,,31,10492,49,29.166666666666668,10.956006768189509,1.0888888888888888,,,
142,47854,38,,,,174,61521,8,22.535211267605636,28.55978601579805,0.21052631578947367,,,
109,52974,31,,,,128,59071,49,17.431192660550458,11.509419715332049,1.5806451612903225,,,
52,30004,23,,,,61,32458,21,17.307692307692307,8.178909478736168,0.9130434782608695,,,
154,48202,50,,,,158,63582,75,2.5974025974025974,31.90738973486577,1.5,,,
177,76641,29,,,,225,82228,29,27.11864406779661,7.289831813259222,1.0,,,
165,48675,46,,,,216,64140,50,30.909090909090907,31.771956856702623,1.0869565217391304,,,
105,60060,30,,,,122,78006,32,16.19047619047619,29.88011988011988,1.0666666666666667,,,
156,78000,40,,,,157,81976,46,0.641025641025641,5.097435897435897,1.15,,,
148,71780,39,173.96541999631532,85998.53878517405,36.11922641068993,181,90568,24,22.2972972972973,26.174421844524936,0.6153846153846154,17.544202700213056,19.808496496480988,0.9261340105305111
127,42926,5,,,,137,50329,5,7.874015748031496,17.245958160555375,1.0,,,
162,95094,18,,,,171,102321,2,5.555555555555555,7.599848570887753,0.1111111111111111,,,
105,60900,22,123.41925950179545,72779.27784606973,21.172956739289283,135,75606,37,28.57142857142857,24.147783251231527,1.6818181818181819,17.542151906471858,19.506203359720413,0.9624071245131492
139,76867,43,161.5363468908483,92077.53287407145,39.48122130601294,167,88169,24,20.14388489208633,14.703318719346402,0.5581395348837209,16.213199202049143,19.788118274515,0.9181679373491382
138,29808,7,159.80657943636177,35526.09910652697,5.615427416526118,164,40915,5,18.84057971014493,37.26180891035963,0.7142857142857143,15.801869156783892,19.183102209228966,0.8022039166465883
52,20592,15,,,,54,24784,6,3.8461538461538463,20.35742035742036,0.4,,,
176,38544,32,,,,211,52478,27,19.886363636363637,36.15089248650892,0.84375,,,
137,43703,42,,,,177,54434,15,29.1970802919708,24.55437841795758,0.35714285714285715,,,
90,31770,20,,,,110,32793,25,22.22222222222222,3.2200188857412653,1.25,,,
20,6560,30,,,,20,8271,48,0.0,26.08231707317073,1.6,,,
157,83367,44,185.5564351902297,99959.64563315845,41.724256816001144,163,116107,63,3.821656050955414,39.27213405784063,1.4318181818181819,18.188812223076244,19.903133893697085,0.948278564000026
91,20202,39,,,,115,24235,63,26.373626373626376,19.963369963369964,1.6153846153846154,,,
142,59924,3,,,,170,61030,2,19.718309859154928,1.845671183499099,0.6666666666666666,,,
116,62176,40,,,,125,65437,58,7.758620689655173,5.244788986103963,1.45,,,
62,35402,34,,,,76,45898,47,22.58064516129032,29.64804248347551,1.3823529411764706,,,
174,73602,29,,,,180,76135,44,3.4482758620689653,3.4414825684084676,1.5172413793103448,,,
154,66682,11,,,,177,85524,1,14.935064935064934,28.256501004768904,0.09090909090909091,,,
96,48288,48,,,,109,56106,57,13.541666666666666,16.190357852882702,1.1875,,,
128,33408,22,,,,134,43925,32,4.6875,31.480483716475092,1.4545454545454546,,,
143,38038,31,,,,148,45048,40,3.4965034965034967,18.42893948157106,1.2903225806451613,,,
178,43966,5,,,,183,56676,1,2.8089887640449436,28.908702178956467,0.2,,,
52,28860,23,,,,60,39803,24,15.384615384615385,37.91753291753292,1.0434782608695652,,,
118,63248,17,,,,130,63703,10,10.16949152542373,0.7193903364533266,0.5882352941176471,,,
115,40480,4,,,,138,56543,1,20.0,39.68132411067194,0.25,,,
58,19662,20,,,,68,20695,5,17.24137931034483,5.253789034686196,0.25,,,
86,17286,50,,,,101,21572,88,17.441860465116278,24.794631493694318,1.76,,,
38,22648,45,,,,48,25888,27,26.31578947368421,14.305898975626988,0.6,,,
51,14331,28,59.24973683083897,17251.540253355874,26.354591091431256,68,18866,37,33.33333333333333,31.6446863442886,1.3214285714285714,16.175954570272488,20.379179773608776,0.9412353961225449
28,8624,48,,,,28,11262,70,0.0,30.589053803339517,1.4583333333333333,,,
51,14382,32,,,,65,20106,4,27.450980392156865,39.799749687108886,0.125,,,
121,70664,14,,,,127,72080,4,4.958677685950414,2.003849201856674,0.2857142857142857,,,
80,39520,24,,,,90,50937,26,12.5,28.88917004048583,1.0833333333333333,,,
108,45684,22,,,,130,48933,27,20.37037037037037,7.111899133175729,1.2272727272727273,,,
93,52917,16,,,,109,56053,8,17.20430107526882,5.926261881814917,0.5,,,
179,40633,29,,,,191,50386,44,6.70391061452514,24.002657938129108,1.5172413793103448,,,
142,68728,9,166.41279854233545,82475.48704654425,8.640827303791156,189,94397,8,33.098591549295776,37.34867884995926,0.8888888888888888,17.19211164953201,20.002745673589004,0.9600919226434618
68,35224,19,,,,74,47731,8,8.823529411764707,35.50704065409948,0.42105263157894735,,,
34,13906,6,,,,34,14531,5,0.0,4.4944628218035385,0.8333333333333334,,,
144,60192,29,,,,151,77309,13,4.861111111111112,28.437333864965442,0.4482758620689655,,,
180,42660,32,,,,195,48132,31,8.333333333333332,12.827004219409282,0.96875,,,
65,27820,13,,,,79,28981,18,21.53846153846154,4.1732566498921635,1.3846153846153846,,,
117,60606,28,,,,157,73402,29,34.18803418803419,21.11342111342111,1.0357142857142858,,,
118,45548,29,,,,122,48249,40,3.389830508474576,5.930007903749891,1.3793103448275863,,,
172,59168,50,,,,225,75777,81,30.813953488372093,28.07091671173607,1.62,,,
42,13398,21,,,,51,16841,7,21.428571428571427,25.69786535303777,0.3333333333333333,,,
40,10320,25,,,,40,10829,9,0.0,4.932170542635659,0.36,,,
47,23641,14,,,,50,24183,15,6.382978723404255,2.2926272154308194,1.0714285714285714,,,
47,18847,27,,,,47,26296,18,0.0,39.523531596540565,0.6666666666666666,,,
128,46720,27,,,,168,59461,25,31.25,27.27097602739726,0.9259259259259259,,,
36,9108,23,,,,43,10576,3,19.444444444444446,16.117698726394377,0.13043478260869565,,,
175,94850,35,,,,219,107930,25,25.142857142857146,13.790195044807591,0.7142857142857143,,,
130,47840,5,151.8244769912745,57699.375174106186,4.692128263574626,169,57304,3,30.0,19.782608695652172,0.6,16.788059224057314,20.609061818783832,0.9384256527149253
118,30208,37,,,,146,34743,47,23.728813559322035,15.012579449152541,1.2702702702702702,,,
159,45315,31,186.0546475778632,54357.24278068034,29.36491373277994,197,59585,25,23.89937106918239,31.49067637647578,0.8064516129032258,17.015501621297606,19.9541934915157,0.9472552817025787
98,25970,39,,,,126,30635,36,28.57142857142857,17.963034270311898,0.9230769230769231,,,
111,51615,36,,,,148,59562,4,33.33333333333333,15.396687009590234,0.1111111111111111,,,
39,17082,10,45.828681730387345,20937.05668618452,9.27453165818906,49,21394,12,25.64102564102564,25.242945790890996,1.2,17.509440334326527,22.567946880836658,0.927453165818906
62,36642,48,,,,78,44311,67,25.806451612903224,20.92953441406037,1.3958333333333333,,,
74,31450,27,,,,97,34164,18,31.08108108108108,8.629570747217805,0.6666666666666666,,,
176,60016,9,,,,231,77203,8,31.25,28.63736336976806,0.8888888888888888,,,
34,7990,37,,,,45,9304,54,32.35294117647059,16.44555694618273,1.4594594594594594,,,
35,15995,22,,,,46,20618,4,31.428571428571427,28.90278211941232,0.18181818181818182,,,
74,24494,22,,,,93,25527,11,25.675675675675674,4.217359353311015,0.5,,,
78,34242,22,,,,105,34359,38,34.61538461538461,0.3416856492027335,1.7272727272727273,,,
75,15000,24,,,,96,20001,19,28.000000000000004,33.339999999999996,0.7916666666666666,,,
143,59774,3,,,,187,61602,3,30.76923076923077,3.0581858333054504,1.0,,,
158,39816,17,184.6295081318416,47713.2978302481,14.276495799963387,180,50620,16,13.924050632911392,27.134820172794853,0.9411764705882353,16.854119070785817,19.834483198332578,0.8397938705860816
101,57469,9,,,,123,71092,2,21.782178217821784,23.704953975186623,0.2222222222222222,,,
166,66732,3,,,,196,82947,3,18.072289156626507,24.29868728645927,1.0,,,
142,71994,21,,,,184,81769,6,29.577464788732392,13.577520348917965,0.2857142857142857,,,
26,9672,28,,,,29,13505,15,11.538461538461538,39.62985938792391,0.5357142857142857,,,
174,60900,48,,,,174,65257,23,0.0,7.154351395730705,0.4791666666666667,,,
23,12512,39,,,,24,13292,16,4.3478260869565215,6.234015345268542,0.41025641025641024,,,
56,12488,12,67.20117357893122,15156.680102451397,11.422881432806898,66,14789,7,17.857142857142858,18.42568866111467,0.5833333333333334,20.00209567666289,21.36995597734943,0.9519067860672416
176,100848,3,,,,212,119578,1,20.454545454545457,18.57250515627479,0.3333333333333333,,,
147,30723,30,,,,154,31027,28,4.761904761904762,0.9894867037724181,0.9333333333333333,,,
125,73625,35,,,,147,79542,7,17.599999999999998,8.03667232597623,0.2,,,
63,25326,32,,,,81,31228,13,28.57142857142857,23.30411434889047,0.40625,,,
65,15405,7,,,,71,19211,6,9.230769230769232,24.706264199935084,0.8571428571428571,,,
162,41634,37,189.97726496024856,49825.88963770713,33.87283894974391,198,54984,64,22.22222222222222,32.06513906903012,1.7297297297297298,17.26991664212874,19.675961083986955,0.9154821337768624
172,85484,25,,,,183,103642,30,6.395348837209303,21.241401899770718,1.2,,,
117,54171,23,,,,145,70049,8,23.931623931623932,29.3108858983589,0.34782608695652173,,,
53,20882,47,,,,59,26686,71,11.320754716981133,27.79427257925486,1.5106382978723405,,,
161,49749,29,,,,167,62421,44,3.7267080745341614,25.471868781282037,1.5172413793103448,,,
63,36540,39,,,,80,36734,17,26.984126984126984,0.5309250136836344,0.4358974358974359,,,
67,17487,20,,,,68,24197,6,1.4925373134328357,38.371361582890145,0.3,,,
36,14904,49,,,,36,20694,13,0.0,38.848631239935585,0.2653061224489796,,,
104,53144,6,,,,128,57618,2,23.076923076923077,8.418636158362187,0.3333333333333333,,,
28,10248,26,31.98366342084993,12178.842554405079,24.73533343700571,37,13680,43,32.142857142857146,33.48946135831382,1.6538461538461537,14.227369360178319,18.841164660471104,0.9513589783463735
173,90998,11,,,,195,91087,16,12.716763005780345,0.09780434734829337,1.4545454545454546,,,
93,35061,12,,,,107,40408,9,15.053763440860216,15.250563303955964,0.75,,,
127,52070,48,,,,144,71517,78,13.385826771653544,37.34780103706549,1.625,,,
100,49000,7,,,,108,53431,4,8.0,9.042857142857143,0.5714285714285714,,,
51,27183,20,,,,55,32114,27,7.8431372549019605,18.140013979325314,1.35,,,
173,75255,14,,,,185,80718,18,6.9364161849710975,7.259318317719752,1.2857142857142858,,,
151,51340,26,176.0633952859915,61437.21238241291,22.77728720251871,196,65303,25,29.80132450331126,27.197117257499027,0.9615384615384616,16.59827502383543,19.667340051447034,0.8760495077891812
41,23042,27,,,,42,31503,30,2.4390243902439024,36.71990278621647,1.1111111111111112,,,
28,15204,41,34.451189113361416,17979.701041397042,38.14216122596598,31,15663,26,10.714285714285714,3.018942383583268,0.6341463414634146,23.039961119147915,18.25638674952014,0.9302966152674629
28,7420,17,,,,36,9367,11,28.57142857142857,26.23989218328841,0.6470588235294118,,,
168,72408,15,,,,191,80866,6,13.690476190476192,11.681029720472875,0.4,,,
165,95205,27,194.2182269578984,114438.5515176456,25.872856968656016,191,114728,31,15.757575757575756,20.506275930885984,1.1481481481481481,17.70801633812024,20.20224937518575,0.9582539618020747
172,46784,14,201.66734545356422,56125.73626890925,12.920526304858054,185,51800,18,7.55813953488372,10.721614227086183,1.2857142857142858,17.248456659048966,19.96780153238126,0.9228947360612896
157,93886,27,,,,181,95787,15,15.286624203821656,2.0247960292269345,0.5555555555555556,,,
112,60032,22,,,,117,61266,27,4.464285714285714,2.0555703624733477,1.2272727272727273,,,
111,29304,49,,,,139,39146,56,25.225225225225223,33.58585858585859,1.1428571428571428,,,
29,8323,8,,,,38,11551,0,31.03448275862069,38.78409227442028,0.0,,,
41,10701,6,,,,54,14193,0,31.70731707317073,32.63246425567704,0.0,,,
71,21939,25,82.6599844414201,26018.325474429617,23.61832539530011,78,23693,19,9.859154929577464,7.994894935958794,0.76,16.42251329777478,18.59394445703823,0.9447330158120044
72,29304,12,,,,79,35443,8,9.722222222222223,20.94935844935845,0.6666666666666666,,,
146,48034,29,171.3102075288089,57537.41997779161,27.31893307803569,171,62683,7,17.123287671232877,30.497147853603696,0.2413793103448276,17.335758581375952,19.784777403072006,0.942032175104679
27,11637,49,,,,30,12917,74,11.11111111111111,10.99939847039615,1.510204081632653,,,
153,70686,23,,,,171,92824,39,11.76470588235294,31.318790142319553,1.6956521739130435,,,
93,24273,22,,,,101,27680,36,8.60215053763441,14.036171878218598,1.6363636363636365,,,
57,33459,36,,,,71,41401,32,24.561403508771928,23.736513344690515,0.8888888888888888,,,
149,73159,29,,,,168,99102,3,12.751677852348994,35.461118932735545,0.10344827586206896,,,
150,88200,25,175.7886352318663,106570.96814884225,24.533100658780324,169,117615,10,12.666666666666668,33.35034013605443,0.4,17.19242348791086,20.82876207351729,0.981324026351213
44,21252,15,,,,48,22716,6,9.090909090909092,6.888763410502541,0.4,,,
65,16250,38,75.94481440652484,19556.786231925373,34.722472550668314,81,22011,52,24.615384615384617,35.45230769230769,1.368421052631579,16.838176010038218,20.349453734925373,0.9137492776491661
89,31061,3,105.2877272209542,37304.32712284677,2.9681889639293306,103,41660,5,15.730337078651685,34.123176974340815,1.6666666666666667,18.300817102195726,20.100212880611608,0.9893963213097768
95,26790,42,109.91538881551114,32023.686909433964,38.89495846645988,100,32365,6,5.263157894736842,20.810003732736096,0.14285714285714285,15.700409279485406,19.53597203969378,0.9260704396776163
118,60534,27,,,,143,81683,32,21.1864406779661,34.937390557372716,1.1851851851851851,,,
75,35700,16,,,,86,38208,7,14.666666666666666,7.025210084033613,0.4375,,,
180,99180,9,,,,210,100919,7,16.666666666666664,1.753377697116354,0.7777777777777778,,,
160,55840,36,,,,172,76168,26,7.5,36.404011461318056,0.7222222222222222,,,
